covid_vacc_date, African, Bangladeshi or British Bangladeshi, Caribbean, Chinese, Other, Other Asian,British or Mixed British,Indian or British Indian,Irish,Other Black,Other White,Other mixed,Pakistani or British Pakistani,Unknown,White + Asian,White + Black African,White + Black Caribbean, African_total, Bangladeshi or British Bangladeshi_total, Caribbean_total, Chinese_total, Other_total, Other Asian_total,British or Mixed British_total,Indian or British Indian_total,Irish_total,Other Black_total,Other White_total,Other mixed_total,Pakistani or British Pakistani_total,Unknown_total,White + Asian_total,White + Black African_total,White + Black Caribbean_total
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-06,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-13,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-21,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-04,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-05,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,28.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,28.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-11,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,28.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,35.0,0.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,42.0,7.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,42.0,7.0,0.0,21.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,42.0,7.0,0.0,28.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,49.0,7.0,7.0,28.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-18,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,49.0,7.0,7.0,28.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-19,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,7.0,7.0,28.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,7.0,7.0,28.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-21,0.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,0.0,0.0,56.0,7.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-22,0.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,0.0,0.0,63.0,7.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-23,0.0,0.0,0.0,0.0,7.0,0.0,70.0,0.0,0.0,0.0,70.0,7.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-24,0.0,0.0,0.0,0.0,7.0,0.0,70.0,0.0,0.0,0.0,70.0,7.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-26,0.0,0.0,0.0,0.0,7.0,0.0,77.0,0.0,0.0,0.0,70.0,7.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-27,0.0,0.0,0.0,0.0,7.0,0.0,77.0,0.0,0.0,0.0,70.0,14.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-28,0.0,0.0,0.0,0.0,14.0,0.0,77.0,0.0,0.0,0.0,70.0,14.0,7.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-29,0.0,0.0,0.0,0.0,14.0,0.0,77.0,0.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-30,0.0,0.0,0.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2021-12-31,0.0,0.0,0.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-01,0.0,0.0,0.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-03,0.0,0.0,0.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-04,0.0,0.0,0.0,0.0,14.0,0.0,91.0,7.0,0.0,0.0,70.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-05,0.0,0.0,0.0,0.0,14.0,0.0,98.0,7.0,0.0,0.0,77.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-06,0.0,0.0,0.0,0.0,14.0,0.0,98.0,7.0,0.0,0.0,77.0,14.0,14.0,35.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-07,0.0,0.0,0.0,0.0,14.0,0.0,105.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-08,0.0,0.0,0.0,0.0,14.0,0.0,105.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-09,0.0,0.0,0.0,0.0,14.0,0.0,112.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-10,0.0,0.0,0.0,0.0,14.0,0.0,112.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-11,0.0,0.0,0.0,0.0,14.0,0.0,112.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-12,0.0,0.0,0.0,0.0,14.0,0.0,119.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-13,0.0,0.0,0.0,0.0,14.0,0.0,126.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-14,0.0,0.0,0.0,0.0,14.0,0.0,133.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-15,0.0,0.0,0.0,0.0,14.0,0.0,147.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-16,0.0,0.0,0.0,0.0,14.0,0.0,154.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-17,0.0,0.0,0.0,0.0,14.0,0.0,154.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-18,0.0,0.0,0.0,0.0,14.0,0.0,154.0,7.0,0.0,0.0,77.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-19,0.0,0.0,0.0,0.0,14.0,0.0,161.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-20,0.0,0.0,0.0,0.0,14.0,0.0,161.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-21,0.0,0.0,0.0,0.0,14.0,0.0,168.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-22,0.0,0.0,0.0,0.0,14.0,0.0,168.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-23,0.0,0.0,0.0,0.0,14.0,0.0,168.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-24,0.0,0.0,0.0,0.0,14.0,0.0,175.0,14.0,0.0,0.0,84.0,14.0,14.0,42.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-25,0.0,0.0,0.0,0.0,14.0,0.0,175.0,14.0,0.0,0.0,84.0,14.0,14.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-26,0.0,0.0,0.0,0.0,14.0,0.0,175.0,14.0,0.0,0.0,84.0,14.0,14.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-27,0.0,0.0,0.0,0.0,14.0,0.0,182.0,14.0,0.0,0.0,84.0,14.0,14.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-28,0.0,0.0,0.0,0.0,14.0,0.0,203.0,14.0,0.0,0.0,84.0,14.0,14.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-29,0.0,0.0,0.0,0.0,14.0,0.0,266.0,14.0,0.0,0.0,91.0,14.0,21.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-30,0.0,0.0,0.0,0.0,14.0,0.0,273.0,14.0,0.0,0.0,91.0,14.0,21.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-01-31,0.0,0.0,0.0,0.0,14.0,0.0,287.0,14.0,0.0,0.0,91.0,14.0,21.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-01,7.0,0.0,0.0,0.0,21.0,0.0,343.0,14.0,0.0,0.0,98.0,14.0,21.0,49.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-02,7.0,0.0,0.0,0.0,21.0,0.0,392.0,14.0,0.0,0.0,98.0,21.0,21.0,56.0,0.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-03,14.0,0.0,0.0,0.0,21.0,0.0,581.0,21.0,0.0,0.0,98.0,21.0,28.0,63.0,7.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-04,14.0,0.0,0.0,0.0,21.0,0.0,672.0,21.0,0.0,0.0,105.0,21.0,28.0,63.0,7.0,0.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-05,14.0,0.0,0.0,7.0,28.0,14.0,1211.0,28.0,0.0,7.0,133.0,28.0,35.0,84.0,7.0,7.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-06,21.0,0.0,0.0,7.0,28.0,14.0,1288.0,35.0,0.0,7.0,147.0,35.0,35.0,91.0,7.0,7.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-07,21.0,0.0,0.0,7.0,28.0,14.0,1400.0,35.0,0.0,7.0,154.0,35.0,42.0,91.0,14.0,7.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-08,21.0,7.0,0.0,7.0,28.0,21.0,1659.0,42.0,0.0,7.0,168.0,35.0,56.0,105.0,14.0,7.0,0.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-09,21.0,7.0,0.0,7.0,35.0,21.0,1897.0,49.0,0.0,7.0,175.0,42.0,63.0,112.0,21.0,7.0,7.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-10,28.0,14.0,0.0,7.0,42.0,28.0,2142.0,49.0,0.0,7.0,189.0,42.0,70.0,126.0,21.0,7.0,7.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-11,28.0,14.0,0.0,7.0,42.0,28.0,2366.0,56.0,0.0,7.0,189.0,49.0,77.0,133.0,28.0,7.0,7.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-12,49.0,21.0,0.0,14.0,63.0,35.0,3472.0,77.0,0.0,14.0,252.0,63.0,91.0,168.0,35.0,14.0,14.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-13,49.0,21.0,0.0,14.0,63.0,42.0,3885.0,84.0,7.0,14.0,273.0,70.0,91.0,189.0,42.0,21.0,14.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
2022-02-14,49.0,28.0,0.0,14.0,70.0,42.0,4137.0,91.0,7.0,14.0,294.0,77.0,98.0,196.0,42.0,21.0,14.0,42007,16478,7126,10570,46151,36736,1237579,63637,3892,15575,166432,29547,76167,218988,17976,12649,17087
